github_path,provenance_category,canonical_source_path,canonical_source_sha256,github_sha256,hash_match,reason_for_derivation,size_bytes,purpose
preprocessing/pingan_patch_visual_check.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/03_preprocessing/pingan_patch_visual_check.png,745a4f2a1f8c7fe6c834a0e5ef6a479a953c3d918c7f27ee31c041fff1feadac,745a4f2a1f8c7fe6c834a0e5ef6a479a953c3d918c7f27ee31c041fff1feadac,TRUE,,27922,"Frozen preprocessing audit: PCA, patch geometry, normalization, hashes"
preprocessing/pingan_preprocessing_metadata.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/03_preprocessing/pingan_preprocessing_metadata.json,e78903b13ba005c4b7c417eb9b7c749caa925c584d8028f4f9845c564778af8a,e78903b13ba005c4b7c417eb9b7c749caa925c584d8028f4f9845c564778af8a,TRUE,,1056,"Frozen preprocessing audit: PCA, patch geometry, normalization, hashes"
preprocessing/qingyun_patch_visual_check.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/03_preprocessing/qingyun_patch_visual_check.png,dd7d98993e4f28f3cc6cdecba8431435fe4e540cd783ca0e016596760c0d81d7,dd7d98993e4f28f3cc6cdecba8431435fe4e540cd783ca0e016596760c0d81d7,TRUE,,27464,"Frozen preprocessing audit: PCA, patch geometry, normalization, hashes"
preprocessing/qingyun_preprocessing_metadata.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/03_preprocessing/qingyun_preprocessing_metadata.json,9126615b41ce755846155800796296f82da4b2d1d0accfed1fb9a28b0d33b550,9126615b41ce755846155800796296f82da4b2d1d0accfed1fb9a28b0d33b550,TRUE,,1059,"Frozen preprocessing audit: PCA, patch geometry, normalization, hashes"
preprocessing/tangdaowan_patch_visual_check.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/03_preprocessing/tangdaowan_patch_visual_check.png,ef4243702fc9c3e4b9ef078abddc3e3744240625b92604e2d35f25a041a10523,ef4243702fc9c3e4b9ef078abddc3e3744240625b92604e2d35f25a041a10523,TRUE,,29450,"Frozen preprocessing audit: PCA, patch geometry, normalization, hashes"
preprocessing/tangdaowan_preprocessing_metadata.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/03_preprocessing/tangdaowan_preprocessing_metadata.json,41cde85e1b567f5834645db505dd181617a48810ca7934cbc9a1def62c728c7f,41cde85e1b567f5834645db505dd181617a48810ca7934cbc9a1def62c728c7f,TRUE,,1072,"Frozen preprocessing audit: PCA, patch geometry, normalization, hashes"
protocol/BLACK_BOOK_GOVERNANCE_TIMELINE_ADDENDUM_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/BLACK_BOOK_GOVERNANCE_TIMELINE_ADDENDUM_v1.md,9560c277bd8128a1a6d53518f5870babe81d8c3c468526f77890ecc308d79cf0,9560c277bd8128a1a6d53518f5870babe81d8c3c468526f77890ecc308d79cf0,TRUE,,4092,Frozen protocol / governance artifact
protocol/FINAL_GOVERNANCE_AUDIT_v2.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/FINAL_GOVERNANCE_AUDIT_v2.md,225f686d8a431fa320041affc13cbcb37b0048bec8584620756aceaa61aacae1,225f686d8a431fa320041affc13cbcb37b0048bec8584620756aceaa61aacae1,TRUE,,15126,Frozen protocol / governance artifact
protocol/LTLC_Notebook06A_ExperimentB_VALIDATION_SUMMARY_FREEZE_v1.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/LTLC_Notebook06A_ExperimentB_VALIDATION_SUMMARY_FREEZE_v1.json,bc5f653b498e975fb34a5c980321da15b9cd3490b4e59eb02442ad6e2499649b,bc5f653b498e975fb34a5c980321da15b9cd3490b4e59eb02442ad6e2499649b,TRUE,,8431,Frozen protocol / governance artifact
protocol/LTLC_Notebook06A_ExperimentB_VALIDATION_SUMMARY_FREEZE_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/LTLC_Notebook06A_ExperimentB_VALIDATION_SUMMARY_FREEZE_v1__SHA256.txt,446b185846d41846ac0ba5df2a32f48bd5662bbd6aab3c84ce5f8a5cc0d1cc47,446b185846d41846ac0ba5df2a32f48bd5662bbd6aab3c84ce5f8a5cc0d1cc47,TRUE,,502,Frozen protocol / governance artifact
protocol/LTLC_Notebook06B_ExperimentB_FINAL_RELEASE_v2.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/LTLC_Notebook06B_ExperimentB_FINAL_RELEASE_v2.json,cb08245f2125b0cbd178b348789a487740cf79d77e172b81cbcd80b00911409f,cb08245f2125b0cbd178b348789a487740cf79d77e172b81cbcd80b00911409f,TRUE,,6367,Frozen protocol / governance artifact
protocol/LTLC_Notebook06B_ExperimentB_Terminal_Scientific_Decision_v1.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/LTLC_Notebook06B_ExperimentB_Terminal_Scientific_Decision_v1.json,72c473e8b2e5d8677be7b4788e8ac22ba569039f464350d0f6965c0bd8c3cccf,72c473e8b2e5d8677be7b4788e8ac22ba569039f464350d0f6965c0bd8c3cccf,TRUE,,7754,Frozen protocol / governance artifact
protocol/THESIS_PROTOCOL_GOVERNANCE_PARAGRAPH_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/THESIS_PROTOCOL_GOVERNANCE_PARAGRAPH_v1.md,b52f533eef67e3b98f64bbeed30414bcd5b70434ab65dd3d2fa079b50d07c5f3,b52f533eef67e3b98f64bbeed30414bcd5b70434ab65dd3d2fa079b50d07c5f3,TRUE,,4486,Frozen protocol / governance artifact
protocol/experiment_b_spatial_validation_protocol_v1_1_implementation_clarification.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/experiment_b_spatial_validation_protocol_v1_1_implementation_clarification.json,398714d69072bb996faa6b280ea43534e0a02b17ad250b067257222fe75d4aab,398714d69072bb996faa6b280ea43534e0a02b17ad250b067257222fe75d4aab,TRUE,,3201,Frozen protocol / governance artifact
protocol/experiment_b_spatial_validation_protocol_v1_2_kmeans_execution_clarification.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/experiment_b_spatial_validation_protocol_v1_2_kmeans_execution_clarification.json,916cb2173296ebd42b2baa65a0f13eb407565e74f60712a4fdd6c8a5ebbe6620,916cb2173296ebd42b2baa65a0f13eb407565e74f60712a4fdd6c8a5ebbe6620,TRUE,,1978,Frozen protocol / governance artifact
protocol/experiment_b_spatial_validation_protocol_v1_frozen.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/experiment_b_spatial_validation_protocol_v1_frozen.json,34a126dab901265ba2e6c9dbc76df75bb2c5177276efa677db853443659fef75,34a126dab901265ba2e6c9dbc76df75bb2c5177276efa677db853443659fef75,TRUE,,6609,Frozen protocol / governance artifact
protocol/experiment_b_training_protocol_v1_frozen.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/experiment_b_training_protocol_v1_frozen.json,41889867f18cc8a8655083c7906c608f154e4aae8bdc25da81a5e91c0125a9ec,41889867f18cc8a8655083c7906c608f154e4aae8bdc25da81a5e91c0125a9ec,TRUE,,10903,Frozen protocol / governance artifact
protocol/notebook05_terminal_validation_scientific_decision.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/01_protocol/notebook05_terminal_validation_scientific_decision.json,1098dc47309a2201e532cac9921fcf5f8ff8401a858c256ab47e3d3eeff0ad01,1098dc47309a2201e532cac9921fcf5f8ff8401a858c256ab47e3d3eeff0ad01,TRUE,,4929,Frozen protocol / governance artifact
reproducibility/BLACK_BOOK_TERMINOLOGY_FINALIZATION_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/BLACK_BOOK_TERMINOLOGY_FINALIZATION_v1.md,d11cf59a9edb06e8dfc7b7dd006415add45e99f846063b4d3a0dee1335e372b0,d11cf59a9edb06e8dfc7b7dd006415add45e99f846063b4d3a0dee1335e372b0,TRUE,,5848,Final QA audit document
reproducibility/FINAL_FIGURE_QA_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/FINAL_FIGURE_QA_v1.md,fe96d90e8b7344e928af501df30454cf33389030f581175bf21a64f3b645b015,fe96d90e8b7344e928af501df30454cf33389030f581175bf21a64f3b645b015,TRUE,,9926,Final QA audit document
reproducibility/FINAL_GOVERNANCE_AUDIT_v2.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/FINAL_GOVERNANCE_AUDIT_v2.md,225f686d8a431fa320041affc13cbcb37b0048bec8584620756aceaa61aacae1,225f686d8a431fa320041affc13cbcb37b0048bec8584620756aceaa61aacae1,TRUE,,15126,Final QA audit document
reproducibility/FINAL_QA_ENVIRONMENT_v1.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/FINAL_QA_ENVIRONMENT_v1.txt,bf143923e98e63b3bd65d0ebd0f406f62e5e39c5f7d80e0fa396d7227499a2a5,bf143923e98e63b3bd65d0ebd0f406f62e5e39c5f7d80e0fa396d7227499a2a5,TRUE,,1057,Environment manifest / archive hash record / master path map
reproducibility/FINAL_TABLE_QA_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/FINAL_TABLE_QA_v1.md,8eeeed0c713fa99f5861783604d6b11dfdb73c5aaedaa40b85eaa1a74f5e209e,8eeeed0c713fa99f5861783604d6b11dfdb73c5aaedaa40b85eaa1a74f5e209e,TRUE,,8200,Final QA audit document
reproducibility/GOVERNANCE_AUDIT_V1_TO_V2_CHANGELOG.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/GOVERNANCE_AUDIT_V1_TO_V2_CHANGELOG.md,aa0b8a5c2a8ba023d93444abdb23818e9cc028a27810124f2088cda65dd9e007,aa0b8a5c2a8ba023d93444abdb23818e9cc028a27810124f2088cda65dd9e007,TRUE,,3790,Final QA audit document
reproducibility/LTLC_Notebook06A_ExperimentB_29of36_Post_Pingan_LA_tau0p5_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_29of36_Post_Pingan_LA_tau0p5_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,e8acd0f835ec9a65a4525f1bdad2ead609ac006c091c16d879c44133dc32396e,e8acd0f835ec9a65a4525f1bdad2ead609ac006c091c16d879c44133dc32396e,TRUE,,4328,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_29of36_Post_Pingan_LA_tau0p5_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_29of36_Post_Pingan_LA_tau0p5_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,80e2eeeba01e55c1ca332ce6da4e7da335743841f4a585365033322ca2833d06,80e2eeeba01e55c1ca332ce6da4e7da335743841f4a585365033322ca2833d06,TRUE,,353,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_30of36_Post_Pingan_LA_Tuning_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_30of36_Post_Pingan_LA_Tuning_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,0debe3b433e7c4748ea0c2ec174826556d0837aa6ecfc1fea7d683fdf6d9ef41,0debe3b433e7c4748ea0c2ec174826556d0837aa6ecfc1fea7d683fdf6d9ef41,TRUE,,9461,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_30of36_Post_Pingan_LA_Tuning_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_30of36_Post_Pingan_LA_Tuning_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,40d847c7d6373c0de6e0c1c155254639228b600d1ee0221ada942270f59dcf9f,40d847c7d6373c0de6e0c1c155254639228b600d1ee0221ada942270f59dcf9f,TRUE,,353,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_31of36_Post_Pingan_LA_tau1p0_Seed123_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_31of36_Post_Pingan_LA_tau1p0_Seed123_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,a40d17da4e1527c3dfc3daade6b62de036120f9a87651ad198468c0fb9606700,a40d17da4e1527c3dfc3daade6b62de036120f9a87651ad198468c0fb9606700,TRUE,,8990,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_31of36_Post_Pingan_LA_tau1p0_Seed123_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_31of36_Post_Pingan_LA_tau1p0_Seed123_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,abe266022d4dd20ac261e733e28ccfffa4043d22d84850b7f5754a7d9cdde5ff,abe266022d4dd20ac261e733e28ccfffa4043d22d84850b7f5754a7d9cdde5ff,TRUE,,355,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_32of36_Post_Pingan_LA_tau1p0_Seed3407_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_32of36_Post_Pingan_LA_tau1p0_Seed3407_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,600af79a109ce7e93d7955721cb7cf06f9243a72266f9bfc596a9716c1bf4b8f,600af79a109ce7e93d7955721cb7cf06f9243a72266f9bfc596a9716c1bf4b8f,TRUE,,11019,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_32of36_Post_Pingan_LA_tau1p0_Seed3407_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_32of36_Post_Pingan_LA_tau1p0_Seed3407_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,9e20ca94e5a16f742c9600515d6c8bc71ee2bd9616795adb5bf30ec0ebd94714,9e20ca94e5a16f742c9600515d6c8bc71ee2bd9616795adb5bf30ec0ebd94714,TRUE,,357,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_33of36_Post_Qingyun_LA_tau0p5_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_33of36_Post_Qingyun_LA_tau0p5_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,815a34a1e724fe6cab8d139c57fde68e584f98ac666fb426ac7259a72f0090e1,815a34a1e724fe6cab8d139c57fde68e584f98ac666fb426ac7259a72f0090e1,TRUE,,12800,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_33of36_Post_Qingyun_LA_tau0p5_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_33of36_Post_Qingyun_LA_tau0p5_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,cdfdd397c3e73ba77bac050e61cf90d5dec70c1466211b6cb895efae09906125,cdfdd397c3e73ba77bac050e61cf90d5dec70c1466211b6cb895efae09906125,TRUE,,355,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_34of36_Post_Qingyun_LA_Tuning_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_34of36_Post_Qingyun_LA_Tuning_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,9ddbb0d66f030b25499f0518811b1a30a45f6e8f198ec7acfc843aebac95f061,9ddbb0d66f030b25499f0518811b1a30a45f6e8f198ec7acfc843aebac95f061,TRUE,,17861,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_34of36_Post_Qingyun_LA_Tuning_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_34of36_Post_Qingyun_LA_Tuning_Seed42_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,572e47feb70215230fbf2ad7d9d7c9ec876fd21841c9510db613cd3d7081d443,572e47feb70215230fbf2ad7d9d7c9ec876fd21841c9510db613cd3d7081d443,TRUE,,355,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_35of36_Post_Qingyun_LA_tau0p5_Seed123_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_35of36_Post_Qingyun_LA_tau0p5_Seed123_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,b0ba5e9da9038f0c0c93e6657924e4e2402e1ac4e07b12f2b633a46455fb66bb,b0ba5e9da9038f0c0c93e6657924e4e2402e1ac4e07b12f2b633a46455fb66bb,TRUE,,17200,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_35of36_Post_Qingyun_LA_tau0p5_Seed123_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_35of36_Post_Qingyun_LA_tau0p5_Seed123_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,87a71229a80d1b8f37c0deb90a8c17d321a0ef420a7a8a9e62faac8a63007614,87a71229a80d1b8f37c0deb90a8c17d321a0ef420a7a8a9e62faac8a63007614,TRUE,,357,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_36of36_Post_Qingyun_LA_tau0p5_Seed3407_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_36of36_Post_Qingyun_LA_tau0p5_Seed3407_FULL_DELTA_FROM_28of36_MIGRATION_v1__MANIFEST.json,5f93f457f3b1510d72b366aa8a78aa65fbf59e866dadfcefd7388d80f81c79b9,5f93f457f3b1510d72b366aa8a78aa65fbf59e866dadfcefd7388d80f81c79b9,TRUE,,19275,Environment manifest / archive hash record / master path map
reproducibility/LTLC_Notebook06A_ExperimentB_36of36_Post_Qingyun_LA_tau0p5_Seed3407_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/LTLC_Notebook06A_ExperimentB_36of36_Post_Qingyun_LA_tau0p5_Seed3407_FULL_DELTA_FROM_28of36_MIGRATION_v1__SHA256.txt,5b86f83d08e2826e94c007c2967952d015ca9be3f03af71946781ae471e35c73,5b86f83d08e2826e94c007c2967952d015ca9be3f03af71946781ae471e35c73,TRUE,,359,Environment manifest / archive hash record / master path map
reproducibility/MASTER_ARCHIVE_PATH_MAP_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/MASTER_ARCHIVE_PATH_MAP_v1.md,9d3d85aa6980157679737ca8fa235f873789d323a1753ecb4e6ce57dbfdf36fd,9d3d85aa6980157679737ca8fa235f873789d323a1753ecb4e6ce57dbfdf36fd,TRUE,,6869,Environment manifest / archive hash record / master path map
reproducibility/PAIRED_DELTA_CORRECTION_NOTICE_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/PAIRED_DELTA_CORRECTION_NOTICE_v1.md,52c33735f60ac6722d25c82f630e18999ef9ddec10e70289435284d3e9148fad,52c33735f60ac6722d25c82f630e18999ef9ddec10e70289435284d3e9148fad,TRUE,,4022,Final QA audit document
reproducibility/PAIRED_DELTA_VERIFICATION_AUDIT_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/PAIRED_DELTA_VERIFICATION_AUDIT_v1.md,59c49f28759d79cf89445b98b50486dd04f151b6dada99dfd88e5dda4346fcc2,59c49f28759d79cf89445b98b50486dd04f151b6dada99dfd88e5dda4346fcc2,TRUE,,7621,Final QA audit document
reproducibility/STATISTICAL_ANALYSIS_VERIFICATION_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/STATISTICAL_ANALYSIS_VERIFICATION_v1.md,55f30e4dffa35dc3e1911c012195c82ba28327ba20b877bbb553e01267a0ddc3,55f30e4dffa35dc3e1911c012195c82ba28327ba20b877bbb553e01267a0ddc3,TRUE,,8074,Final QA audit document
reproducibility/TRAINING_COUNT_SEMANTICS_AUDIT_v1.md,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/10_final_qa/TRAINING_COUNT_SEMANTICS_AUDIT_v1.md,b61ce68f01b2a49438941dba27cb0bef44403ae0a2de020bfe96184f22f26b7a,b61ce68f01b2a49438941dba27cb0bef44403ae0a2de020bfe96184f22f26b7a,TRUE,,7428,Final QA audit document
reproducibility/environment.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/environment.json,42275691fa91d2d0e59039c965a2ffde14b936a57f8279bf998c4a6411bfebab,42275691fa91d2d0e59039c965a2ffde14b936a57f8279bf998c4a6411bfebab,TRUE,,291,Environment manifest / archive hash record / master path map
reproducibility/migration_manifest_v1.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/migration_manifest_v1.json,8af73b7e22b17ce98a19a7cb283cddc64dce3d2f8ad4b5c53e35f8952ef86306,8af73b7e22b17ce98a19a7cb283cddc64dce3d2f8ad4b5c53e35f8952ef86306,TRUE,,45735,Environment manifest / archive hash record / master path map
reproducibility/significance_test_results_v1.json,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/11_reproducibility/significance_test_results_v1.json,aaf435153e7d4bd658874d544d7d7464bfdb734159fb1ba15bdbd991bf3401e9,aaf435153e7d4bd658874d544d7d7464bfdb734159fb1ba15bdbd991bf3401e9,TRUE,,7074,Environment manifest / archive hash record / master path map
requirements.txt,AUTHORED_GITHUB_DOCUMENT,,,602b88955e69faffe88fb82be5327da697af557eb90921629d1a4ddb55bf8702,N/A (authored),,1041,Pinned analysis + inference dependencies
results/figures/Fig_Calibration_Tradeoff_Redesigned.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/09_results/figures/Fig_Calibration_Tradeoff_Redesigned.png,2d57b59ec908bbb063e4c71336ebaa521622eb14ca83d615623dd858363ed790,2d57b59ec908bbb063e4c71336ebaa521622eb14ca83d615623dd858363ed790,TRUE,,153913,Approved thesis figure
results/figures/Fig_ClassFrequency_LongTail_Distribution.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/09_results/figures/Fig_ClassFrequency_LongTail_Distribution.png,4888d477263e0ce528d6e0e035f2c0ff70a4daccec2d4eaadaf0bd1f44ad7608,4888d477263e0ce528d6e0e035f2c0ff70a4daccec2d4eaadaf0bd1f44ad7608,TRUE,,120568,Approved thesis figure
results/figures/Fig_ExperimentA_vs_B_Leakage_Comparison.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/09_results/figures/Fig_ExperimentA_vs_B_Leakage_Comparison.png,381924fa163ad6e0b5cb13d5f06133472a9b8c51e234a1c0c9c9a89fdafb7b72,381924fa163ad6e0b5cb13d5f06133472a9b8c51e234a1c0c9c9a89fdafb7b72,TRUE,,116225,Approved thesis figure
results/figures/Fig_N1_Rarity_vs_CE_Difficulty_v2.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/09_results/figures/Fig_N1_Rarity_vs_CE_Difficulty_v2.png,407c6d54cd13d11adf38ada32378239afb83fad144accbfa4329fbfa21b2e642,407c6d54cd13d11adf38ada32378239afb83fad144accbfa4329fbfa21b2e642,TRUE,,150307,Approved thesis figure
results/figures/Fig_N2_Rarity_vs_Adaptive_LTLC_Gain_v2.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/09_results/figures/Fig_N2_Rarity_vs_Adaptive_LTLC_Gain_v2.png,7be946195a9411eb186d27466ad3c88aece39bbb8a534b27d208aa30713f8c06,7be946195a9411eb186d27466ad3c88aece39bbb8a534b27d208aa30713f8c06,TRUE,,161180,Approved thesis figure
results/figures/Fig_N3_LTLC_Seed42_Parameter_Landscape_v2.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/09_results/figures/Fig_N3_LTLC_Seed42_Parameter_Landscape_v2.png,006c2207399309d978eea3efb6aba0aae6fce82dde9a3c333d2d72d043db1bd7,006c2207399309d978eea3efb6aba0aae6fce82dde9a3c333d2d72d043db1bd7,TRUE,,148512,Approved thesis figure
results/figures/Fig_N4_R1_Beta_Profile_v2.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/09_results/figures/Fig_N4_R1_Beta_Profile_v2.png,3110ade1fa15a336fb9ad7c7ac0fc4131223a855bc8d2b51ae1b9edbd08025a4,3110ade1fa15a336fb9ad7c7ac0fc4131223a855bc8d2b51ae1b9edbd08025a4,TRUE,,177523,Approved thesis figure
results/figures/Fig_PerSeed_Delta_vs_CE.png,BYTE_IDENTICAL_COPY,CSE498/LTLC_BLACKBOOK_FINAL/09_results/figures/Fig_PerSeed_Delta_vs_CE.png,43063a11786e3abc0e37b0126482ab390c06005f15d5ab27e064d13af5e150fa,43063a11786e3abc0e37b0126482ab390c06005f15d5ab27e064d13af5e150fa,TRUE,,134777,Approved thesis figure
